name_with_owner,created_at,updated_at,is_archived,stargazers,primary_language,releases_count,prs_merged,issues_open,issues_closed,issues_closed_pct,top_languages
python/swift,2021-11-02,2024-06-02,False,207288,Go,171,46108,918,5863,86.5,TypeScript:4888962|Python:762822|JavaScript:884253
denoland/freeCodeCamp,2015-06-26,2022-04-03,False,378090,C++,26,34944,4095,5678,58.1,JavaScript:2194134|Java:4819452|Rust:2366323
python/go,2012-12-29,2022-09-02,False,84242,Python,113,5584,2291,8773,79.3,TypeScript:1030322|C++:3725386|Java:1259400
denoland/laravel,2019-01-03,2023-12-22,False,226793,C,15,49650,3666,7960,68.5,Python:4888064|JavaScript:1112636|Go:588924
torvalds/rust,2015-02-15,2020-08-18,False,135540,Python,123,31856,1650,6211,79.0,PHP:254059|C++:2086010|Go:235540
laravel/swift,2019-07-26,2019-08-10,False,104859,Go,56,26006,2437,3598,59.6,Go:317953|Ruby:329479|PHP:307996
laravel/laravel,2018-04-20,2024-11-03,False,96138,C,119,33373,2230,8423,79.1,TypeScript:464753|JavaScript:2612036|C++:2404832
vercel/deno,2023-03-20,2025-02-09,False,277419,Java,54,34648,2089,4584,68.7,Ruby:992666|Java:1729286|TypeScript:130971
apple/laravel,2018-02-19,2023-08-29,False,162411,JavaScript,64,10617,4102,7485,64.6,JavaScript:1429087|C:4748113|C++:4865492
spring-projects/react,2016-04-07,2021-01-14,False,134660,TypeScript,57,7309,2104,2348,52.7,JavaScript:4336052|PHP:3854603|Ruby:4172514
freeCodeCamp/freeCodeCamp,2014-12-08,2018-01-27,False,333797,PHP,65,10897,4605,7360,61.5,JavaScript:752568|C:4374685|Ruby:3324763
rust-lang/rust,2012-10-19,2020-07-22,False,63924,Java,150,3216,437,6062,93.3,JavaScript:1639186|C++:1575971|Python:3022125
electron/freeCodeCamp,2014-09-11,2024-09-15,False,384416,TypeScript,149,9675,1467,2287,60.9,Ruby:3794859|C++:1055041|C:2403958
apple/deno,2008-09-19,2013-02-01,False,269437,Java,5,45349,648,1507,69.9,Java:3065535|Python:1127577|Go:543541
vuejs/spring-boot,2014-05-28,2023-08-22,False,175282,Rust,63,4078,2025,11236,84.7,TypeScript:2746290|C:3663830|PHP:4889012
apple/next.js,2014-12-17,2020-12-08,False,110961,Go,61,25654,4814,5108,51.5,Go:2911367|Rust:834560|Ruby:2265765
vuejs/go,2023-09-04,2024-12-20,False,168389,JavaScript,128,45008,2455,4608,65.2,C:468791|C++:2895149|Ruby:843834
freeCodeCamp/angular,2022-02-09,2023-12-30,False,195102,Rust,152,42567,2581,2885,52.8,Ruby:2938457|Python:1226049|TypeScript:2230122
microsoft/linux,2008-01-15,2016-02-28,False,341750,TypeScript,126,37265,1622,2962,64.6,Go:1885143|TypeScript:2459461|Ruby:4978468
tensorflow/rust,2023-06-25,2024-08-11,False,84126,Go,23,27595,4104,5233,56.0,Ruby:4851398|TypeScript:4537502|C:3785528
tensorflow/django,2023-05-28,2024-01-06,False,106275,Java,193,14594,2429,5353,68.8,C++:2214577|Rust:2315317|PHP:349447
django/laravel,2022-08-05,2024-03-25,False,394155,Go,163,47905,3706,4629,55.5,Python:1661541|PHP:4365280|C:2749308
apple/laravel,2025-06-12,2025-06-23,False,287664,C++,53,24298,2653,11666,81.5,JavaScript:1869283|Python:1261585|PHP:761438
torvalds/spring-boot,2008-03-23,2022-10-05,False,315801,Ruby,64,35118,34,5588,99.4,Ruby:3630507|JavaScript:4316220|C:2559861
torvalds/linux,2012-01-01,2025-01-16,False,103589,C,152,44267,2638,7040,72.7,Ruby:1793992|Go:3610902|JavaScript:3910433
django/react,2023-11-06,2025-05-29,False,356134,Rust,26,26926,2281,4300,65.3,TypeScript:725010|Java:704325|C++:2893783
electron/electron,2020-08-21,2022-09-03,False,148882,Python,183,37590,88,846,90.6,Java:3301425|Ruby:532094|Go:347433
electron/deno,2008-09-12,2014-12-20,False,363380,JavaScript,169,45645,1937,2303,54.3,C:445294|C++:2524794|Rust:1072176
python/angular,2013-11-23,2018-06-13,False,304275,Rust,7,384,922,2422,72.4,C++:4543027|PHP:4369849|Java:3042178
vercel/django,2009-05-04,2017-05-01,False,314321,Python,145,45902,1459,8262,85.0,Go:1305185|Java:4661390|C:4302945
denoland/spring-boot,2024-06-29,2024-12-05,False,93656,TypeScript,97,42543,1254,5255,80.7,PHP:1706666|JavaScript:35418|Ruby:350645
vercel/tensorflow,2010-01-20,2010-05-13,False,298098,Go,107,28085,4333,13870,76.2,Python:2230683|JavaScript:4954395|Rust:34174
vercel/spring-boot,2011-01-09,2021-05-28,False,166134,JavaScript,10,47772,1458,2065,58.6,Rust:3842915|Python:3472166|Go:4794741
denoland/angular,2023-10-22,2024-12-21,False,203305,C,17,39685,1943,8519,81.4,Ruby:4564411|Rust:1860311|C++:279751
electron/linux,2009-10-11,2019-12-24,False,231949,Java,199,3698,2675,4647,63.5,C:1228191|Ruby:296901|PHP:239209
facebook/swift,2011-06-26,2019-03-17,False,77291,TypeScript,109,45728,1311,5407,80.5,TypeScript:2785128|C++:4825906|C:2778892
angular/spring-boot,2023-11-27,2024-07-20,False,354721,Rust,127,935,421,11889,96.6,C++:742639|Java:3770241|Go:4249066
apple/go,2024-04-25,2024-09-06,False,195989,Go,131,31805,2719,9240,77.3,Ruby:2412060|Go:4100535|Rust:2015404
denoland/react,2023-11-06,2025-04-03,False,95991,JavaScript,26,37854,1814,5839,76.3,JavaScript:1655334|C++:2084707|Java:4699814
freeCodeCamp/react,2012-07-09,2023-03-07,False,287947,Ruby,57,37668,1411,3855,73.2,TypeScript:3398382|JavaScript:4034795|Go:413203
apple/vscode,2020-12-15,2023-07-04,False,96590,Java,76,42616,1943,2039,51.2,Java:2951363|JavaScript:2449547|Ruby:748775
spring-projects/rust,2013-12-06,2021-02-09,False,319111,Java,78,8639,4321,4595,51.5,Java:1114881|JavaScript:2749810|Go:2524555
rust-lang/vscode,2022-10-30,2024-03-23,False,206076,Go,119,33558,4365,10256,70.1,Ruby:3241752|JavaScript:4155550|C++:2465449
microsoft/react,2020-03-31,2021-03-15,False,230440,C++,70,40702,3245,3661,53.0,Ruby:2786713|Rust:2107744|Go:529329
angular/deno,2025-06-19,2025-06-21,False,122850,Go,54,16140,753,1476,66.2,C:3227661|JavaScript:1493095|Go:407792
electron/laravel,2020-04-02,2023-10-19,False,333535,TypeScript,134,17648,4370,8950,67.2,Python:938941|JavaScript:4617983|C++:4249247
denoland/electron,2011-01-20,2022-09-19,False,269874,C,39,31255,1219,1545,55.9,Python:2158023|C:3733555|JavaScript:4983244
torvalds/deno,2018-03-20,2023-11-06,False,132584,Go,63,31929,2769,11411,80.5,TypeScript:2555883|Ruby:1157409|Go:3666905
laravel/linux,2017-06-14,2019-07-08,False,384799,Rust,118,14546,3831,9585,71.4,TypeScript:3548523|Java:4045830|PHP:20072
django/deno,2008-06-14,2009-07-13,False,84972,Python,163,6714,1997,2859,58.9,C++:3880870|Go:2561772|C:4744310
apple/cpython,2014-02-08,2021-01-18,False,264490,TypeScript,64,28678,3305,6866,67.5,Go:4831280|TypeScript:3521514|Python:96388
laravel/next.js,2013-06-10,2016-03-18,False,280525,Python,179,20203,2398,5475,69.5,Python:4518677|Java:42415|Go:489430
spring-projects/vue,2013-03-14,2019-08-24,False,267299,Ruby,16,21468,4125,7063,63.1,JavaScript:560738|C++:3993115|Go:2310350
vercel/swift,2019-01-05,2022-08-08,False,57322,Java,167,7387,349,1407,80.1,TypeScript:3382848|C:4935740|Ruby:4545118
torvalds/react,2014-11-06,2018-10-27,False,262118,Rust,110,11737,2128,7387,77.6,TypeScript:2490306|C:3357723|Go:187240
django/go,2018-01-04,2024-07-31,False,266002,C++,140,7688,3773,8491,69.2,Ruby:2924347|Go:1428192|Java:972778
electron/deno,2009-09-06,2013-10-06,False,396056,Go,29,27295,1926,2905,60.1,Ruby:4954007|Go:3393039|TypeScript:1235750
denoland/spring-boot,2025-03-04,2025-03-17,False,93435,Go,36,40651,1126,5977,84.1,C:210004|JavaScript:1286654|Ruby:1220297
freeCodeCamp/rust,2019-12-12,2023-05-07,False,142499,C,145,3928,4243,7731,64.6,Go:2879617|C:1427115|Rust:2808656
golang/cpython,2011-03-18,2014-02-04,False,217259,Rust,29,32956,4463,8262,64.9,Ruby:3082633|TypeScript:4142418|Go:2409147
denoland/next.js,2008-11-02,2017-01-09,False,129180,JavaScript,122,708,3690,5842,61.3,JavaScript:848608|Python:1241302|Go:4158068
torvalds/rust,2022-08-13,2024-03-24,False,319018,Ruby,50,3131,316,1063,77.1,JavaScript:2706224|Rust:1386587|TypeScript:267700
electron/deno,2022-10-05,2024-11-17,False,96033,JavaScript,185,31730,1593,3063,65.8,C:2451742|TypeScript:469328|Ruby:2788155
freeCodeCamp/django,2025-07-07,2025-08-10,False,71020,Java,77,31307,4964,11783,70.4,C++:949056|PHP:2404716|Go:1030274
golang/next.js,2023-09-09,2023-12-25,False,320658,C,144,40528,4443,8001,64.3,TypeScript:1075167|Rust:1075467|Ruby:2550037
apple/go,2018-07-06,2019-08-08,False,207937,PHP,42,39136,2316,2567,52.6,TypeScript:4429868|PHP:2894767|Python:512092
python/freeCodeCamp,2019-12-28,2021-12-06,False,152007,C,18,26464,3669,10962,74.9,TypeScript:1501210|C++:777583|PHP:1334389
tensorflow/vue,2017-04-28,2021-07-07,False,274935,C++,8,28548,1536,11540,88.3,PHP:1862011|TypeScript:4131493|Ruby:3383481
spring-projects/tensorflow,2017-04-01,2019-03-29,False,307353,PHP,103,34367,1364,9304,87.2,Rust:4269960|Ruby:4244023|JavaScript:3319128
laravel/cpython,2024-06-18,2024-11-25,False,342245,Rust,9,36088,3644,7075,66.0,PHP:3661051|Rust:2307863|JavaScript:1145515
laravel/tensorflow,2016-08-22,2021-09-13,False,304824,PHP,132,37789,2517,2921,53.7,JavaScript:4463042|C:4728324|C++:3825369
freeCodeCamp/cpython,2014-12-31,2023-01-12,False,261881,C,191,23682,4731,5311,52.9,Rust:2609238|JavaScript:4192699|TypeScript:4157608
vercel/vue,2017-10-18,2020-04-21,False,375564,Java,42,5690,145,549,79.1,Go:2148974|C:4725853|TypeScript:4769830
laravel/go,2020-10-30,2021-07-25,False,338206,Ruby,107,13683,3041,5582,64.7,PHP:4337218|Ruby:4136727|JavaScript:4713280
laravel/next.js,2015-10-22,2018-04-23,False,326806,Ruby,96,8388,2360,6226,72.5,C:1238649|JavaScript:2754154|C++:817647
tensorflow/deno,2022-01-04,2024-08-02,False,102276,PHP,47,21698,2996,9853,76.7,Ruby:3844506|C:752939|Go:1344790
denoland/next.js,2018-06-16,2019-10-09,False,148058,JavaScript,105,34131,1947,8532,81.4,Python:844787|JavaScript:2734811|Go:176733
tensorflow/cpython,2014-01-24,2019-09-21,False,351035,Python,19,37134,706,7827,91.7,TypeScript:523555|C++:259765|Ruby:2610301
vuejs/react,2023-01-10,2025-04-17,False,306085,C,54,32755,4800,8625,64.2,C:4945524|Rust:1188450|Ruby:4124134
microsoft/go,2009-12-11,2019-07-10,False,352849,JavaScript,118,25570,2176,4801,68.8,Rust:2807220|C++:2336487|JavaScript:43405
angular/laravel,2011-12-30,2019-12-03,False,174936,C++,55,1024,3730,4676,55.6,Ruby:4118879|Go:4975039|Rust:3045264
python/tensorflow,2024-11-01,2024-11-05,False,168354,C,191,16280,3980,16462,80.5,JavaScript:2260135|Ruby:3474586|C++:3689483
angular/vscode,2016-06-06,2016-11-02,False,347604,Python,51,44067,3658,3710,50.4,Go:4419153|PHP:4881170|Java:64078
angular/vue,2013-09-09,2021-03-25,False,165996,Rust,36,42554,771,1217,61.2,JavaScript:866353|Java:1285759|Python:732033
rust-lang/vscode,2017-05-30,2019-08-05,False,326272,Ruby,65,12604,2564,8678,77.2,C++:1878937|Go:2888792|Python:368370
freeCodeCamp/next.js,2010-05-15,2010-12-09,False,232632,C++,125,10910,1384,6955,83.4,Ruby:3008203|Go:1495820|Python:4545042
denoland/deno,2014-11-06,2023-07-11,False,82577,C,26,36277,4613,4955,51.8,Ruby:2283978|JavaScript:3294668|TypeScript:2093733
apple/laravel,2022-05-23,2024-08-25,False,179773,Python,80,41893,3667,8452,69.7,Python:1059965|PHP:1715583|Rust:2763571
microsoft/django,2014-01-28,2017-02-05,False,146444,Go,34,35879,400,1599,80.0,JavaScript:315451|Python:3005734|C++:1263056
microsoft/vue,2010-12-19,2013-07-09,False,182741,TypeScript,187,42188,110,9061,98.8,C:1837086|Python:3272026|Go:4009806
golang/linux,2014-09-28,2018-10-15,False,329150,Go,74,28829,315,1768,84.9,Rust:4044565|Ruby:2605504|Python:2878529
torvalds/rust,2021-06-06,2021-12-16,False,254645,PHP,170,42416,4777,12671,72.6,C:4346159|PHP:4001646|Rust:4620722
freeCodeCamp/cpython,2017-10-19,2020-10-19,False,106160,PHP,61,45000,3249,3499,51.9,JavaScript:3049403|Java:3677457|Ruby:4746855
torvalds/tensorflow,2023-05-04,2023-12-01,False,198706,PHP,161,40668,4308,6452,60.0,Java:2007825|C:396307|TypeScript:1380990
rust-lang/cpython,2022-04-07,2025-05-06,False,280300,Rust,182,19858,2187,10559,82.8,C:460348|C++:2537105|Rust:3636196
torvalds/rust,2021-06-21,2025-04-01,False,353492,C,144,12948,4784,13106,73.3,C++:1192031|TypeScript:4556172|PHP:2906046
denoland/tensorflow,2020-01-27,2022-06-26,False,289985,Python,102,33500,3370,6070,64.3,C:2940146|JavaScript:4697341|C++:1584215
torvalds/cpython,2019-02-05,2020-06-24,False,177125,C++,198,25115,4729,4818,50.5,C:865965|TypeScript:1025681|Java:2153186
vuejs/django,2017-01-15,2023-01-02,False,201458,TypeScript,108,34076,923,2803,75.2,C++:2759816|JavaScript:4173929|Rust:1820647
django/electron,2011-11-28,2016-01-28,False,345285,C++,8,40450,1018,8866,89.7,Python:4788553|C:31477|TypeScript:2143765
tensorflow/laravel,2023-11-27,2024-07-03,False,164887,Python,108,48168,1254,9209,88.0,C:1395302|JavaScript:600588|Ruby:1910067
rust-lang/freeCodeCamp,2018-04-24,2020-02-05,False,297339,Go,166,47711,196,2682,93.2,TypeScript:4737778|Rust:2639441|Python:1075984
django/laravel,2023-08-13,2024-04-24,False,127948,C++,8,19312,3633,7694,67.9,Rust:4778536|Java:3800437|Ruby:3588438
python/swift,2023-03-13,2024-05-19,False,83484,C++,132,38095,1145,15036,92.9,Go:4484719|C:2017747|Rust:1523472
facebook/electron,2009-01-12,2009-12-29,False,382862,JavaScript,22,45591,3022,4486,59.7,C:3206259|JavaScript:1049760|PHP:506076
apple/electron,2015-12-01,2022-02-22,False,162609,TypeScript,58,20388,3892,12045,75.6,Go:559313|PHP:3207154|Ruby:3463611
rust-lang/linux,2019-06-02,2023-11-09,False,216659,JavaScript,156,8735,3867,3912,50.3,Go:4935095|Rust:4427697|Python:4416616
rust-lang/go,2012-03-13,2019-09-26,False,190168,Java,174,37042,659,1324,66.8,C:298666|Go:892082|Java:1475374
vercel/laravel,2024-08-08,2025-02-02,False,322907,PHP,175,22424,102,1971,95.1,PHP:643887|Ruby:2288836|JavaScript:4763014
facebook/react,2009-11-26,2011-02-25,False,176847,Rust,14,5732,4733,9114,65.8,Java:3862526|PHP:640735|C:4732890
electron/react,2016-08-13,2024-12-31,False,273826,Ruby,152,13581,4941,5731,53.7,JavaScript:2219786|C++:4611038|Java:1137762
laravel/next.js,2020-10-24,2022-04-20,False,302371,Java,191,14102,4502,4787,51.5,C:1726228|Go:3044134|PHP:4189181
golang/linux,2023-04-30,2023-10-31,False,287528,Go,175,2943,4274,11694,73.2,Java:609666|Ruby:3976541|Go:4380446
microsoft/spring-boot,2020-07-16,2023-12-22,False,288672,JavaScript,42,26292,4732,8614,64.5,PHP:2899948|C:2852133|Python:2613226
denoland/django,2017-04-07,2020-05-11,False,50867,JavaScript,195,3492,3859,12605,76.6,Java:2483212|Rust:1547395|PHP:3709055
python/tensorflow,2015-01-10,2021-03-12,False,299473,TypeScript,135,23587,402,4832,92.3,Ruby:1926216|TypeScript:27851|Java:1987478
microsoft/cpython,2013-02-24,2018-02-06,False,312426,TypeScript,159,34295,3,652,99.5,Python:4936179|PHP:4217921|Ruby:1297431
vuejs/laravel,2021-11-08,2023-01-17,False,261153,Rust,90,35069,3154,4959,61.1,C:2376354|Java:4785145|Python:697948
freeCodeCamp/vue,2012-09-21,2025-03-20,False,108893,TypeScript,91,1807,57,4170,98.7,Python:1104587|JavaScript:2908487|C++:939931
vuejs/angular,2012-02-07,2016-10-09,False,344690,TypeScript,106,15641,4106,4518,52.4,Python:4974232|C:4890629|C++:4100847
vercel/go,2017-05-23,2022-03-26,False,332165,Python,37,20881,4567,6628,59.2,Ruby:4101610|PHP:800873|Rust:1930627
python/angular,2020-04-20,2020-09-27,False,97485,Ruby,166,41880,1302,3745,74.2,Java:2049819|PHP:174851|Rust:570069
spring-projects/angular,2013-05-20,2025-07-28,False,84758,JavaScript,128,32028,1946,4396,69.3,Python:4795867|C:2864560|Rust:766428
vercel/tensorflow,2018-04-11,2019-09-11,False,129587,Python,90,26346,2837,4828,63.0,Rust:4940348|C++:228934|PHP:3601377
tensorflow/django,2015-07-02,2019-05-15,False,106628,Rust,127,412,1189,2726,69.6,JavaScript:2196761|TypeScript:4255806|Ruby:4088869
torvalds/freeCodeCamp,2024-07-10,2024-08-18,False,204380,C,106,32056,4194,4769,53.2,Rust:1508306|JavaScript:4060908|C:56252
torvalds/react,2012-01-22,2014-01-24,False,56745,Go,110,23161,2706,4049,59.9,Ruby:588274|JavaScript:4281143|Java:2148041
django/tensorflow,2018-06-01,2018-08-31,False,278066,JavaScript,152,32010,1813,8898,83.1,Python:4229853|Rust:4649817|Java:1693188
electron/deno,2008-03-16,2018-12-08,False,268973,Go,118,30223,2328,3488,60.0,C:1366443|JavaScript:2161419|Java:4459398
python/electron,2011-01-27,2023-12-31,False,279500,C++,77,33534,3501,10958,75.8,PHP:1700349|C++:4183817|TypeScript:2850139
vuejs/electron,2015-08-23,2016-01-31,False,130229,Ruby,63,8604,2411,2695,52.8,C++:1537521|C:3620285|Rust:3160836
django/cpython,2014-09-07,2021-06-24,False,64066,Java,109,7040,976,5487,84.9,C:3319251|Go:1999533|TypeScript:3400194
freeCodeCamp/vue,2014-05-16,2016-02-28,False,216053,Rust,150,309,2675,3808,58.7,Go:3185086|Python:1949706|PHP:327737
python/django,2014-11-16,2020-06-22,False,143890,Ruby,160,47888,1355,1507,52.7,Go:821675|Ruby:832082|C:2006020
django/electron,2024-06-18,2025-01-18,False,323805,Ruby,52,5015,1003,1127,52.9,Java:922016|Go:605090|JavaScript:2676274
vuejs/linux,2020-07-08,2020-10-22,False,270083,C,148,17476,2711,5318,66.2,Rust:4104137|Go:4306756|Java:770788
python/rust,2010-03-21,2015-08-31,False,347256,Go,32,41335,776,6051,88.6,Ruby:4774022|Rust:178383|Java:4972170
angular/linux,2019-11-25,2025-04-06,False,314043,Rust,23,25208,3384,8661,71.9,Python:2146427|Go:4247150|Rust:4420545
facebook/next.js,2022-10-25,2025-03-12,False,174206,Go,76,9481,549,5398,90.8,C++:1146785|PHP:3203805|Python:536446
electron/angular,2021-12-11,2023-03-05,False,161042,JavaScript,186,26992,2424,2856,54.1,Java:3982107|C++:3616546|Ruby:3066824
laravel/spring-boot,2009-03-15,2011-10-17,False,74324,PHP,159,28099,4289,6569,60.5,TypeScript:722151|C:3832885|PHP:3715348
laravel/freeCodeCamp,2013-06-21,2019-03-17,False,144522,Python,166,47510,4554,8671,65.6,C++:1521509|Go:3228358|JavaScript:320074
torvalds/laravel,2010-05-25,2022-05-28,False,257706,TypeScript,100,20054,1492,4086,73.3,C++:3522070|TypeScript:3818983|Rust:2340333
microsoft/react,2008-02-06,2021-07-16,False,251218,TypeScript,125,24141,1609,6688,80.6,Ruby:1041843|Python:3671567|JavaScript:2943477
torvalds/tensorflow,2018-12-02,2025-04-09,False,376086,JavaScript,146,44615,179,1237,87.4,PHP:701884|Go:4323732|C++:1601429
facebook/next.js,2019-03-19,2025-01-09,False,266889,JavaScript,156,27046,1932,2534,56.7,TypeScript:4091789|Ruby:1141852|PHP:2249141
facebook/angular,2019-01-05,2022-12-21,False,199960,Ruby,182,15661,1186,1442,54.9,JavaScript:3397541|Rust:1520618|C:793084
facebook/angular,2017-06-17,2017-09-15,False,86897,TypeScript,175,32025,1935,2029,51.2,PHP:1488618|JavaScript:1940543|Rust:1974989
golang/vue,2023-04-10,2023-12-04,False,79080,Rust,64,29446,451,1044,69.8,TypeScript:4858654|Python:3522650|Ruby:2881275
vuejs/laravel,2016-12-06,2022-12-08,False,298609,Java,132,35966,658,4744,87.8,Java:3887221|TypeScript:2194655|JavaScript:384749
spring-projects/cpython,2014-10-31,2016-08-27,False,62052,TypeScript,22,43741,3802,8205,68.3,C++:4282394|Go:625709|Java:2201709
denoland/react,2023-11-25,2024-10-16,False,193884,Go,28,502,3947,13592,77.5,Python:2052769|Go:3656003|TypeScript:732597
tensorflow/electron,2024-08-03,2025-05-29,False,140167,Go,135,33692,3961,4127,51.0,Rust:1219489|Go:2078892|C++:254589
django/django,2016-09-19,2020-05-25,False,234359,Rust,190,11991,968,3851,79.9,JavaScript:4623170|PHP:3226003|Java:207388
tensorflow/vue,2025-05-24,2025-07-28,False,241475,JavaScript,6,4915,488,576,54.1,C++:4317743|Go:2147034|Java:2909841
tensorflow/deno,2014-06-28,2019-08-28,False,112708,C,80,43475,1704,4777,73.7,Rust:115581|Ruby:213842|C++:3588530
freeCodeCamp/laravel,2024-07-27,2025-07-13,False,126488,Ruby,64,37283,3457,3554,50.7,Rust:3209314|Python:3067027|Go:30579
spring-projects/react,2024-09-13,2025-08-04,False,334924,C,61,31689,2839,9599,77.2,Rust:4020593|Ruby:3646796|Go:425729
vercel/deno,2010-09-08,2023-11-01,False,360039,PHP,24,24372,2777,3443,55.4,C:2169428|PHP:229454|Ruby:556106
django/cpython,2019-07-31,2022-06-24,False,385088,C++,143,41241,3107,12319,79.9,Ruby:4055757|PHP:2089810|Java:4140157
torvalds/vscode,2011-01-13,2013-04-07,False,359992,Rust,147,44584,608,4116,87.1,Java:1359587|Python:2080161|C:1439757
python/deno,2015-04-03,2016-01-12,False,289539,Rust,68,597,3286,9538,74.4,TypeScript:3105727|Ruby:166941|Python:830183
spring-projects/go,2012-03-20,2024-08-19,False,189524,JavaScript,138,37946,790,4718,85.7,Rust:1643975|Ruby:3923176|Java:2382800
django/electron,2021-12-12,2023-11-27,False,257616,Java,132,40334,3822,4333,53.1,Java:3269975|Rust:164423|C:2847581
rust-lang/cpython,2018-05-24,2021-09-29,False,348214,Java,117,19369,3975,4509,53.1,Go:1922394|Rust:1277841|JavaScript:82203
rust-lang/vue,2014-01-13,2017-05-01,False,391732,PHP,65,30099,1403,7336,83.9,C++:2039454|Go:2882060|Ruby:1078151
vuejs/angular,2011-11-24,2019-12-31,False,127837,C,88,15273,2919,2919,50.0,Python:99302|Go:4001544|Ruby:278218
django/swift,2011-06-29,2012-05-17,False,143187,Java,160,26939,841,2281,73.1,Ruby:4893710|Java:3662614|TypeScript:891015
torvalds/go,2013-03-25,2017-08-10,False,263523,Python,75,14276,1185,3509,74.8,TypeScript:2399233|PHP:1444477|JavaScript:2070316
denoland/next.js,2021-05-09,2022-10-09,False,332751,Ruby,98,26479,1877,12071,86.5,C:2664851|Go:2389706|Ruby:1169929
vercel/react,2019-01-27,2024-04-09,False,395890,C++,50,36714,844,12709,93.8,TypeScript:3935636|Go:3900640|C:1983639
facebook/cpython,2024-03-10,2024-03-23,False,283409,PHP,144,29356,3257,4377,57.3,Java:3468531|JavaScript:3668345|Go:3204988
facebook/tensorflow,2011-05-15,2014-10-31,False,78755,C,162,2598,2660,10837,80.3,PHP:2611564|Rust:3045093|Java:2419585
apple/laravel,2019-06-03,2022-12-19,False,323574,Rust,155,49053,735,3639,83.2,C:625420|Rust:3429657|Ruby:4349908
electron/deno,2008-02-09,2018-07-31,False,268371,TypeScript,62,48143,74,1701,95.8,Python:4717184|Go:4760017|C++:1983567
facebook/react,2014-01-02,2019-11-15,False,229877,JavaScript,143,48257,2170,4309,66.5,Rust:2317364|Go:4088535|JavaScript:3190463
django/swift,2011-10-05,2017-07-05,False,298792,Go,24,23600,397,3762,90.5,Python:2218065|JavaScript:4550814|Rust:4705193
laravel/react,2018-12-09,2020-03-09,False,112555,Python,64,17671,1716,4872,74.0,Java:1125838|TypeScript:1498065|Rust:1776571
golang/next.js,2022-11-22,2023-10-10,False,167303,C,21,7357,4628,5111,52.5,TypeScript:1905516|PHP:4525854|Python:2906252
vuejs/vue,2020-03-19,2021-05-26,False,367687,C++,11,4904,3903,4037,50.8,C:346448|Go:2888939|Python:3707253
freeCodeCamp/tensorflow,2009-01-08,2018-04-12,False,107579,Rust,117,39004,3948,5277,57.2,Ruby:2206406|Rust:1255013|Java:4156109
apple/angular,2017-10-23,2018-06-25,False,236283,Java,62,37991,4332,7811,64.3,TypeScript:2455147|C:193290|Go:4082785
golang/tensorflow,2013-09-20,2013-10-30,False,63543,C++,123,31062,4965,5278,51.5,TypeScript:440148|C++:1030868|Java:4331990
vercel/cpython,2025-04-18,2025-06-15,False,147995,Ruby,29,33077,9,3477,99.7,Go:4778491|Ruby:1211318|TypeScript:1260658
vuejs/rust,2021-09-19,2025-05-21,False,343693,Go,125,2964,2425,3245,57.2,Java:908796|PHP:239389|Python:799321
torvalds/laravel,2020-07-03,2021-12-20,False,132786,Rust,134,37131,2629,3856,59.5,TypeScript:4336419|Python:1998798|Ruby:1559836
spring-projects/linux,2015-07-05,2020-01-29,False,162965,Go,26,8319,1302,1404,51.9,Ruby:3224734|C++:395791|Python:2917424
facebook/cpython,2012-11-04,2020-05-06,False,270529,PHP,134,28873,2686,4053,60.1,Ruby:2031672|Python:1639813|Java:4179587
tensorflow/vscode,2023-09-21,2025-06-24,False,218697,C,33,47316,4248,5711,57.3,Rust:2938848|Ruby:93167|Java:3995738
vuejs/electron,2014-10-18,2025-02-12,False,322561,PHP,166,41922,287,441,60.6,PHP:4077623|Go:1366751|JavaScript:2826886
denoland/rust,2014-01-26,2022-01-08,False,241973,Go,91,4915,3919,4069,50.9,PHP:3748737|JavaScript:3400906|Ruby:755025
electron/go,2011-03-31,2024-04-05,False,319524,PHP,115,16067,364,11821,97.0,C++:700541|TypeScript:4318187|JavaScript:480760
python/vue,2009-11-24,2013-07-27,False,389320,C,136,41647,1560,2395,60.6,Java:2134843|TypeScript:3916668|Go:3194079
torvalds/cpython,2010-01-30,2019-05-02,False,179745,C,192,23358,4514,7635,62.8,Rust:3604573|C++:2494342|Java:2593152
electron/spring-boot,2010-07-31,2022-07-14,False,392209,C,166,19083,2310,2577,52.7,Rust:3085286|Python:3647146|Ruby:3946405
tensorflow/django,2016-08-09,2020-09-10,False,65188,C,176,10816,1242,8629,87.4,JavaScript:4462594|Python:1967016|TypeScript:4614132
django/go,2023-06-19,2024-02-13,False,383546,Ruby,101,22118,3747,4537,54.8,PHP:1423686|Python:3039997|C:1661876
electron/freeCodeCamp,2019-03-10,2023-01-10,False,357196,Python,121,4878,4051,8116,66.7,JavaScript:359040|Go:3669182|TypeScript:4878807
vercel/react,2023-01-01,2025-05-08,False,84298,Java,125,6337,4739,5659,54.4,PHP:3478296|Java:955753|JavaScript:3994416
laravel/rust,2012-08-29,2016-12-01,False,244109,C,126,41379,4676,8167,63.6,C++:4940690|Java:875526|Python:3873496
golang/tensorflow,2010-01-30,2011-01-29,False,135650,Python,193,8286,2202,4531,67.3,Java:2949181|C++:4378321|Ruby:4692197
django/next.js,2010-01-24,2020-04-15,False,175795,TypeScript,19,27611,3928,6180,61.1,PHP:1487217|Rust:2989272|C++:4304567
